utc_timestamp,cpu_percent,rss_bytes,available_memory_bytes,net_bytes_sent,net_bytes_recv,pid,name
2026-08-24T23:36:36.202676+00:00,64.5,204488704,1177554944,638490668,1614592268,34416,python.exe
2026-08-24T23:36:36.726780+00:00,128.2,208101376,1163829248,638491899,1614592893,34416,python.exe
2026-08-24T23:36:37.320933+00:00,97.3,208113664,1157939200,638494856,1614593969,34416,python.exe
2026-08-24T23:36:37.851188+00:00,114.9,208105472,1182785536,638495963,1614594461,34416,python.exe
2026-08-24T23:36:38.377021+00:00,104.0,208117760,1180647424,638499970,1614595138,34416,python.exe
2026-08-24T23:36:38.907617+00:00,111.9,208117760,1169199104,638502039,1614596082,34416,python.exe
2026-08-24T23:36:39.432610+00:00,6.0,208109568,1171480576,638503346,1614596761,34416,python.exe
2026-08-24T23:36:39.953907+00:00,12.0,208109568,1179865088,638507905,1614597951,34416,python.exe
2026-08-24T23:36:40.470315+00:00,9.1,208109568,1183133696,638509031,1614598436,34416,python.exe
2026-08-24T23:36:40.990558+00:00,9.0,208109568,1194274816,638513590,1614599566,34416,python.exe
2026-08-24T23:36:41.513062+00:00,6.0,208109568,1202298880,638514761,1614600195,34416,python.exe
2026-08-24T23:36:42.031956+00:00,6.0,208109568,1215467520,638515851,1614600991,34416,python.exe
2026-08-24T23:36:42.554099+00:00,12.0,208109568,1219915776,638520425,1614601697,34416,python.exe
2026-08-24T23:36:43.070998+00:00,12.1,208109568,1223999488,638521459,1614602427,34416,python.exe
2026-08-24T23:36:43.593377+00:00,131.6,208125952,1220157440,638522602,1614602918,34416,python.exe
2026-08-24T23:36:44.120567+00:00,139.3,208125952,1219608576,638527329,1614604509,34416,python.exe
2026-08-24T23:36:54.985088+00:00,46.8,215396352,1284923392,638610228,1614686980,34416,python.exe
2026-08-24T23:36:55.542326+00:00,75.7,215855104,1239412736,638614425,1614959903,34416,python.exe
2026-08-24T23:36:56.066168+00:00,71.6,215855104,1249112064,638621409,1615232071,34416,python.exe
2026-08-24T23:36:56.593240+00:00,80.0,215863296,1258278912,638624816,1615774693,34416,python.exe
2026-08-24T23:36:57.122562+00:00,64.9,215863296,1247408128,638630464,1616046338,34416,python.exe
2026-08-24T23:36:57.656865+00:00,73.1,215867392,1249124352,638634095,1616316484,34416,python.exe
2026-08-24T23:36:58.202411+00:00,60.1,215867392,1205129216,638647614,1616603687,34416,python.exe
2026-08-24T23:36:58.743633+00:00,43.3,215916544,1222766592,638663051,1617516242,34416,python.exe
2026-08-24T23:36:59.274154+00:00,35.3,215916544,1197813760,638675197,1617785164,34416,python.exe
2026-08-24T23:36:59.797952+00:00,53.7,215982080,1188425728,638708337,1618063859,34416,python.exe
2026-08-24T23:37:00.331009+00:00,96.7,215953408,1163595776,638720161,1618545465,34416,python.exe
2026-08-24T23:37:00.882502+00:00,70.8,216117248,1156333568,638751835,1618557216,34416,python.exe
2026-08-24T23:37:01.414466+00:00,44.1,216117248,1162842112,638773378,1618619922,34416,python.exe
2026-08-24T23:37:01.940204+00:00,77.3,216199168,1132748800,638803653,1618649598,34416,python.exe
2026-08-24T23:37:02.473947+00:00,61.5,216203264,1121845248,638834020,1618711615,34416,python.exe
2026-08-24T23:37:02.998727+00:00,56.6,216412160,1126809600,638847680,1618718412,34416,python.exe
2026-08-24T23:37:03.518126+00:00,6.0,216653824,1130373120,638852504,1618719389,34416,python.exe
2026-08-24T23:37:04.039096+00:00,15.0,216653824,1133342720,638855319,1618720736,34416,python.exe
2026-08-24T23:37:04.565906+00:00,14.8,216653824,1108475904,638856604,1618721314,34416,python.exe
2026-08-24T23:37:05.080970+00:00,15.2,216653824,1080766464,638872284,1618736151,34416,python.exe
2026-08-24T23:37:05.601337+00:00,12.0,216653824,1056493568,638873922,1618737141,34416,python.exe
2026-08-24T23:37:06.118974+00:00,6.0,216653824,1057705984,638875474,1618738108,34416,python.exe
2026-08-24T23:37:06.646749+00:00,3.0,216653824,1048199168,638880190,1618739239,34416,python.exe
2026-08-24T23:37:07.169647+00:00,35.9,216711168,1053859840,638883273,1618741343,34416,python.exe
2026-08-24T23:37:07.692190+00:00,80.7,216711168,1064366080,638888141,1618741981,34416,python.exe
2026-08-24T23:37:08.211177+00:00,78.3,216711168,1073123328,638889426,1618743165,34416,python.exe
2026-08-24T23:37:08.761730+00:00,53.9,216711168,1057677312,638889600,1618743530,34416,python.exe
2026-08-24T23:37:09.287219+00:00,95.2,216653824,1044094976,638893789,1618744335,34416,python.exe
2026-08-24T23:37:09.809421+00:00,18.0,216670208,1046372352,638896519,1618745555,34416,python.exe
2026-08-24T23:37:10.326224+00:00,0.0,216670208,1043591168,638897761,1618746100,34416,python.exe
2026-08-24T23:37:10.848648+00:00,0.0,216674304,1061490688,638908833,1618758951,34416,python.exe
2026-08-24T23:37:11.415203+00:00,0.0,216674304,1065467904,638913540,1618762347,34416,python.exe
2026-08-24T23:37:11.934193+00:00,3.0,216674304,1107673088,638918687,1618763417,34416,python.exe
2026-08-24T23:37:12.454345+00:00,0.0,216674304,1118318592,638919934,1618764029,34416,python.exe
2026-08-24T23:37:12.973727+00:00,3.0,216674304,1111638016,638924580,1618764700,34416,python.exe
2026-08-24T23:37:13.494316+00:00,0.0,216674304,1131470848,638925810,1618765584,34416,python.exe
2026-08-24T23:37:14.015068+00:00,0.0,216674304,1142308864,638927096,1618766075,34416,python.exe
2026-08-24T23:37:14.536863+00:00,0.0,216674304,1130057728,638931954,1618767543,34416,python.exe
2026-08-24T23:37:15.061700+00:00,3.0,216674304,1147252736,638933184,1618767968,34416,python.exe
2026-08-24T23:37:15.598514+00:00,0.0,216674304,1127985152,638934562,1618768585,34416,python.exe
2026-08-24T23:37:16.119196+00:00,0.0,216674304,1133219840,638939829,1618769706,34416,python.exe
2026-08-24T23:37:16.639694+00:00,0.0,216682496,1128304640,638941005,1618770251,34416,python.exe
2026-08-24T23:37:17.161343+00:00,3.0,216682496,1129553920,638948691,1618773841,34416,python.exe
2026-08-24T23:37:17.676736+00:00,0.0,216682496,1140654080,638950865,1618774452,34416,python.exe
2026-08-24T23:37:18.198312+00:00,0.0,216682496,1146843136,638955877,1618776236,34416,python.exe
2026-08-24T23:37:18.715188+00:00,3.0,216682496,1121275904,638957053,1618776661,34416,python.exe
2026-08-24T23:37:19.239606+00:00,0.0,216682496,1130254336,638958409,1618777247,34416,python.exe
2026-08-24T23:37:19.761788+00:00,3.0,216682496,1144168448,638964556,1618780372,34416,python.exe
2026-08-24T23:37:20.283584+00:00,0.0,216682496,1138900992,638966785,1618781043,34416,python.exe
2026-08-24T23:37:20.806587+00:00,0.0,216682496,1155624960,638969285,1618781660,34416,python.exe
2026-08-24T23:37:21.325038+00:00,3.0,216682496,1156268032,638974391,1618791039,34416,python.exe
2026-08-24T23:37:21.848775+00:00,3.0,216682496,1157201920,638975567,1618791584,34416,python.exe
2026-08-24T23:37:22.364068+00:00,0.0,216682496,1162678272,638980213,1618792654,34416,python.exe
2026-08-24T23:37:22.883684+00:00,0.0,216682496,1158004736,638986380,1618793794,34416,python.exe
2026-08-24T23:37:23.406544+00:00,0.0,216711168,1158041600,638989019,1618794405,34416,python.exe
2026-08-24T23:37:23.926275+00:00,3.0,216711168,1151348736,638993718,1618796209,34416,python.exe
2026-08-24T23:37:24.448210+00:00,0.0,216711168,1155506176,638995149,1618796787,34416,python.exe
2026-08-24T23:37:24.973856+00:00,3.0,216711168,1154764800,638996380,1618797212,34416,python.exe
2026-08-24T23:37:25.522803+00:00,0.0,216711168,1167380480,639002239,1618798282,34416,python.exe
2026-08-24T23:37:26.078554+00:00,2.8,216711168,1158430720,639003416,1618798707,34416,python.exe
2026-08-24T23:37:26.601637+00:00,0.0,216711168,1158987776,639007386,1618799777,34416,python.exe
2026-08-24T23:37:27.122153+00:00,3.0,216711168,1157029888,639008616,1618800322,34416,python.exe
2026-08-24T23:37:27.642710+00:00,0.0,216711168,1176985600,639013440,1618800873,34416,python.exe
2026-08-24T23:37:28.169133+00:00,0.0,216711168,1131450368,639014670,1618802003,34416,python.exe
2026-08-24T23:37:28.687808+00:00,0.0,216711168,1150275584,639019805,1618803381,34416,python.exe
2026-08-24T23:37:29.220423+00:00,0.0,216715264,1152405504,639024450,1618804511,34416,python.exe
2026-08-24T23:37:29.767009+00:00,0.0,216715264,1148997632,639030712,1618812560,34416,python.exe
2026-08-24T23:37:30.400423+00:00,2.5,216719360,1132511232,639093822,1618840507,34416,python.exe
2026-08-24T23:37:31.092638+00:00,0.0,216719360,1122435072,639133827,1618859411,34416,python.exe
2026-08-24T23:37:31.617935+00:00,3.0,216719360,1067483136,639138427,1618868721,34416,python.exe
2026-08-24T23:37:32.136554+00:00,6.0,216719360,1085267968,639139712,1618870345,34416,python.exe
2026-08-24T23:37:32.665960+00:00,0.0,216719360,1081237504,639142639,1618871745,34416,python.exe
2026-08-24T23:37:33.196272+00:00,0.0,216719360,1066840064,639148853,1618874727,34416,python.exe
2026-08-24T23:37:33.717455+00:00,0.0,216719360,1087574016,639150083,1618876143,34416,python.exe
2026-08-24T23:37:34.321042+00:00,0.0,216719360,1078841344,639154930,1618877213,34416,python.exe
2026-08-24T23:37:34.857739+00:00,5.8,216719360,1213321216,639156161,1618877791,34416,python.exe
2026-08-24T23:37:35.392048+00:00,0.0,216719360,1316376576,639157649,1618878574,34416,python.exe
2026-08-24T23:37:35.916555+00:00,0.0,216719360,1381027840,639174617,1618881874,34416,python.exe
2026-08-24T23:37:36.437751+00:00,3.0,216719360,1375924224,639178385,1618885941,34416,python.exe
2026-08-24T23:37:36.955455+00:00,3.0,216719360,1368666112,639183210,1618887138,34416,python.exe
2026-08-24T23:37:37.478384+00:00,3.0,216719360,1375215616,639184386,1618887623,34416,python.exe
2026-08-24T23:37:38.007035+00:00,0.0,216719360,1383047168,639188482,1618888760,34416,python.exe
2026-08-24T23:37:38.543378+00:00,2.9,216719360,1373261824,639189659,1618889245,34416,python.exe
2026-08-24T23:37:39.069258+00:00,3.0,216719360,1361653760,639196919,1618891330,34416,python.exe
2026-08-24T23:37:39.737662+00:00,2.3,216719360,1323081728,639200004,1618901443,34416,python.exe
2026-08-24T23:37:40.262639+00:00,0.0,216719360,1324736512,639213436,1618902502,34416,python.exe
2026-08-24T23:37:40.789625+00:00,3.0,216719360,1331871744,639258268,1618905207,34416,python.exe
2026-08-24T23:37:41.313914+00:00,0.0,216719360,1249685504,639275734,1618912085,34416,python.exe
2026-08-24T23:37:41.840784+00:00,0.0,216719360,1257639936,639276966,1618912756,34416,python.exe
2026-08-24T23:37:42.363308+00:00,0.0,216719360,1252790272,639281020,1618913901,34416,python.exe
2026-08-24T23:37:42.883479+00:00,0.0,216719360,1263132672,639282267,1618914513,34416,python.exe
2026-08-24T23:37:43.404913+00:00,0.0,216719360,1287229440,639287999,1618915643,34416,python.exe
2026-08-24T23:37:43.920443+00:00,0.0,216719360,1287077888,639289827,1618916706,34416,python.exe
2026-08-24T23:37:44.442444+00:00,6.0,216719360,1282674688,639291322,1618917524,34416,python.exe
2026-08-24T23:37:44.975985+00:00,0.0,216719360,1277280256,639297389,1618919112,34416,python.exe
2026-08-24T23:37:45.499588+00:00,0.0,216719360,1268412416,639299157,1618919771,34416,python.exe
2026-08-24T23:37:46.015468+00:00,0.0,216719360,1271844864,639306934,1618922372,34416,python.exe
2026-08-24T23:37:46.538210+00:00,3.0,216719360,1264259072,639313217,1618923747,34416,python.exe
2026-08-24T23:37:47.064797+00:00,0.0,216719360,1263931392,639314536,1618924666,34416,python.exe
2026-08-24T23:37:47.590702+00:00,0.0,216719360,1276542976,639319291,1618925981,34416,python.exe
2026-08-24T23:37:48.115710+00:00,6.0,216719360,1296617472,639320897,1618926933,34416,python.exe
2026-08-24T23:37:48.658208+00:00,2.9,216719360,1273671680,639322128,1618927544,34416,python.exe
2026-08-24T23:37:49.185280+00:00,0.0,216719360,1318334464,639326169,1618928675,34416,python.exe
2026-08-24T23:37:49.702690+00:00,0.0,216719360,1334337536,639328668,1618929347,34416,python.exe
2026-08-24T23:37:50.221421+00:00,3.0,216719360,1328742400,639333368,1618930597,34416,python.exe
2026-08-24T23:37:50.745180+00:00,0.0,216719360,1353818112,639334637,1618931142,34416,python.exe
2026-08-24T23:37:51.265532+00:00,9.0,216719360,1344487424,639339284,1618932152,34416,python.exe
2026-08-24T23:37:51.785651+00:00,3.0,216719360,1350463488,639340568,1618932697,34416,python.exe
2026-08-24T23:37:52.301133+00:00,3.0,216719360,1343410176,639345341,1618939366,34416,python.exe
2026-08-24T23:37:52.821053+00:00,0.0,216719360,1377492992,639354549,1618941456,34416,python.exe
2026-08-24T23:37:53.336615+00:00,0.0,216719360,1377222656,639355833,1618941947,34416,python.exe
2026-08-24T23:37:53.855336+00:00,0.0,216719360,1374130176,639358186,1618942498,34416,python.exe
2026-08-24T23:37:54.376795+00:00,0.0,216719360,1375543296,639362831,1618943682,34416,python.exe
2026-08-24T23:37:54.893557+00:00,0.0,216719360,1379942400,639364154,1618944320,34416,python.exe
2026-08-24T23:37:55.416034+00:00,0.0,216719360,1360371712,639368854,1618945330,34416,python.exe
2026-08-24T23:37:55.932348+00:00,3.0,216719360,1344225280,639373115,1618948467,34416,python.exe
2026-08-24T23:37:56.452030+00:00,3.0,216719360,1341378560,639377558,1618950279,34416,python.exe
2026-08-24T23:37:56.969094+00:00,0.0,216719360,1343430656,639382204,1618951469,34416,python.exe
2026-08-24T23:37:57.491089+00:00,0.0,216719360,1340350464,639383446,1618951894,34416,python.exe
2026-08-24T23:37:58.007349+00:00,6.1,216723456,1367265280,639385776,1618953273,34416,python.exe
2026-08-24T23:37:58.544074+00:00,2.9,216723456,1340432384,639393095,1618954822,34416,python.exe
2026-08-24T23:37:59.063360+00:00,0.0,216723456,1331884032,639394393,1618955468,34416,python.exe
2026-08-24T23:37:59.584839+00:00,0.0,216723456,1325932544,639395825,1618956146,34416,python.exe
2026-08-24T23:38:00.111211+00:00,0.0,216723456,1336258560,639403318,1618957555,34416,python.exe
2026-08-24T23:38:00.642090+00:00,0.0,216723456,1337503744,639405051,1618960020,34416,python.exe
2026-08-24T23:38:01.166873+00:00,0.0,216723456,1353707520,639420668,1618962442,34416,python.exe
2026-08-24T23:38:01.685722+00:00,3.0,216723456,1351217152,639422160,1618963012,34416,python.exe
2026-08-24T23:38:02.206374+00:00,0.0,216723456,1354539008,639430635,1618965089,34416,python.exe
2026-08-24T23:38:02.719468+00:00,3.0,216723456,1351823360,639432027,1618966178,34416,python.exe
2026-08-24T23:38:03.261126+00:00,0.0,216707072,1350606848,639437116,1618967589,34416,python.exe
2026-08-24T23:38:03.782970+00:00,0.0,216707072,1381134336,639438347,1618968014,34416,python.exe
2026-08-24T23:38:04.301995+00:00,0.0,216707072,1381740544,639439578,1618968439,34416,python.exe
2026-08-24T23:38:04.816657+00:00,0.0,216707072,1384624128,639444370,1618969662,34416,python.exe
2026-08-24T23:38:05.334280+00:00,3.0,216707072,1363664896,639445800,1618970367,34416,python.exe
2026-08-24T23:38:05.854797+00:00,0.0,216707072,1378091008,639447211,1618971052,34416,python.exe
2026-08-24T23:38:06.369354+00:00,3.0,216707072,1365573632,639451448,1618972263,34416,python.exe
2026-08-24T23:38:06.889490+00:00,3.0,216707072,1365520384,639457506,1618973647,34416,python.exe
2026-08-24T23:38:07.410244+00:00,0.0,216690688,1364189184,639462399,1618974918,34416,python.exe
2026-08-24T23:38:07.927771+00:00,0.0,216690688,1384087552,639465543,1618975616,34416,python.exe
