run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method,n_identities,concurrency,mechanism,scenario,audit_tx
n10-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025107Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.69229814126236,63.67178468401318,30,warmup==false; include all finished decisions,87.06846666666665,89.7303,19.43178043466217,19.8164,121.5178,107.938655,117.898542,79.865931,93.56095091666664,scipy.stats.bootstrap percentile 10000 resamples 95%,10,10,blockchain,valid_active,False
n10-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025107Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.69229814126236,63.67178468401318,30,warmup==false AND observed_outcome==ACCEPTED,87.06846666666665,89.7303,19.43178043466217,19.8164,121.5178,107.938655,117.898542,79.865931,93.56095091666664,scipy.stats.bootstrap percentile 10000 resamples 95%,10,10,blockchain,valid_active,False
n10-identities_c25-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025108Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.70289451575701,63.68308748347414,30,warmup==false; include all finished decisions,40.90578666666666,40.8751,21.651258681078765,8.328,83.4621,78.46397499999999,82.50913100000001,33.34014058333333,48.75384608333332,scipy.stats.bootstrap percentile 10000 resamples 95%,10,25,x509,valid_active,False
n10-identities_c25-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025108Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.70289451575701,63.68308748347414,30,warmup==false AND observed_outcome==ACCEPTED,40.90578666666666,40.8751,21.651258681078765,8.328,83.4621,78.46397499999999,82.50913100000001,33.34014058333333,48.75384608333332,scipy.stats.bootstrap percentile 10000 resamples 95%,10,25,x509,valid_active,False
n10-identities_c25-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025109Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,29.53753669540726,31.50670580843441,30,warmup==false; include all finished decisions,179.86427,191.5779,47.61629412701548,88.344,270.5876,244.62634999999992,266.902976,162.20778366666664,196.50949625000004,scipy.stats.bootstrap percentile 10000 resamples 95%,10,25,blockchain,valid_active,False
n10-identities_c25-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025109Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,29.53753669540726,31.50670580843441,30,warmup==false AND observed_outcome==ACCEPTED,179.86427,191.5779,47.61629412701548,88.344,270.5876,244.62634999999992,266.902976,162.20778366666664,196.50949625000004,scipy.stats.bootstrap percentile 10000 resamples 95%,10,25,blockchain,valid_active,False
n10-identities_c50-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025111Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.70888336805439,63.68947559259134,30,warmup==false; include all finished decisions,38.879156666666674,39.3631,20.62110415562229,5.978,78.3394,73.27453,77.067199,31.787848083333326,46.16324266666667,scipy.stats.bootstrap percentile 10000 resamples 95%,10,50,x509,valid_active,False
n10-identities_c50-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025111Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.70888336805439,63.68947559259134,30,warmup==false AND observed_outcome==ACCEPTED,38.879156666666674,39.3631,20.62110415562229,5.978,78.3394,73.27453,77.067199,31.787848083333326,46.16324266666667,scipy.stats.bootstrap percentile 10000 resamples 95%,10,50,x509,valid_active,False
n10-identities_c50-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025112Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,28.7108292175371,30.62488449870624,30,warmup==false; include all finished decisions,245.2356566666667,245.247,42.70181562093829,167.1829,370.4159,304.917175,355.2588180000001,230.7256119166667,260.7230418333333,scipy.stats.bootstrap percentile 10000 resamples 95%,10,50,blockchain,valid_active,False
n10-identities_c50-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025112Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,28.7108292175371,30.62488449870624,30,warmup==false AND observed_outcome==ACCEPTED,245.2356566666667,245.247,42.70181562093829,167.1829,370.4159,304.917175,355.2588180000001,230.7256119166667,260.7230418333333,scipy.stats.bootstrap percentile 10000 resamples 95%,10,50,blockchain,valid_active,False
