run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method
n10-identities_c1-conc_mech-blockchain-1backend_security-battery_r30_audit-off_20260824T233645Z,all_finished,384,24,360,30,330,0,0,0,0.0,100.0,0,0,1.518874494524231,1.6201327941591797,360,warmup==false; include all finished decisions,593.8264525000001,19.27475,1917.7646036782614,0.0087,7048.1319,6929.999075,6976.8335720000005,401.7517289652777,804.5704404097222,scipy.stats.bootstrap percentile 10000 resamples 95%
n10-identities_c1-conc_mech-blockchain-1backend_security-battery_r30_audit-off_20260824T233645Z,accepted_only,384,24,360,30,330,0,0,0,0.0,100.0,0,0,1.518874494524231,1.6201327941591797,30,warmup==false AND observed_outcome==ACCEPTED,27.66623,22.708550000000002,15.187273228121652,15.1653,94.0441,46.91642499999999,80.86716700000004,23.10663116666667,33.63569283333333,scipy.stats.bootstrap percentile 10000 resamples 95%
