run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method
n10-identities_c1-conc_mech-x509-1backend_security-battery_r30_audit-off_20260824T233608Z,all_finished,416,26,390,30,360,0,0,0,0.0,100.0,0,0,46.26454434197069,49.34884729810207,390,warmup==false; include all finished decisions,1.2450420512820513,0.80175,1.8663948492871634,0.0078,23.1929,3.0760299999999963,6.209596000000023,1.0720476538461536,1.4439871794871795,scipy.stats.bootstrap percentile 10000 resamples 95%
n10-identities_c1-conc_mech-x509-1backend_security-battery_r30_audit-off_20260824T233608Z,accepted_only,416,26,390,30,360,0,0,0,0.0,100.0,0,0,46.26454434197069,49.34884729810207,30,warmup==false AND observed_outcome==ACCEPTED,2.046483333333333,2.0119,0.3318226760384729,1.5162,2.9945,2.639414999999999,2.927191,1.93488925,2.1689731666666665,scipy.stats.bootstrap percentile 10000 resamples 95%
